RecordID,Quantity,Discount,Profit,ActualSales,PredictedSales,PredictionError,ErrorCategory,Region,Category,YearMonth
1741,8,0.0,9.6048,20.88,244.91512000000003,224.03512000000003,Normal Error,West,Office Supplies,2014-08
1742,4,0.2,7.2576,20.736,20.736000000000043,4.263256414560601e-14,Normal Error,East,Office Supplies,2017-10
1743,2,0.2,0.9856,7.168,5.125717333333333,2.042282666666667,Normal Error,East,Furniture,2017-10
1744,2,0.2,-2.5128,11.168,11.706720000000002,0.5387200000000032,Normal Error,East,Office Supplies,2017-10
1745,7,0.2,-55.3,442.4,422.2756300000004,20.1243699999996,Normal Error,East,Technology,2017-10
1746,2,0.0,4.9432,13.36,27.11846000000001,13.75846000000001,Normal Error,East,Office Supplies,2014-06
1747,8,0.7,-8.2368,11.232,11.046239999999989,0.1857600000000108,Normal Error,South,Office Supplies,2016-08
1748,3,0.2,3.21,10.272,10.25712000000002,0.014879999999980242,Normal Error,South,Office Supplies,2016-08
1749,2,0.2,3.6288,10.368,10.368000000000022,2.1316282072803006e-14,Normal Error,Central,Office Supplies,2014-04
1750,3,0.2,0.546,6.24,8.741520000000007,2.5015200000000064,Normal Error,Central,Office Supplies,2014-04
1751,2,0.3,-32.5226,206.962,199.97506999999968,6.986930000000314,Normal Error,Central,Furniture,2015-11
1752,2,0.0,3.6894,9.46,12.19224000000001,2.7322400000000098,Normal Error,West,Furniture,2017-10
1753,9,0.0,151.0974,559.62,512.7408000000005,46.879199999999514,Normal Error,West,Office Supplies,2017-12
1754,2,0.0,53.8608,109.92,134.06570000000002,24.14570000000002,Normal Error,West,Office Supplies,2017-12
1755,2,0.0,3.852,8.56,9.748699999999971,1.1886999999999706,Normal Error,West,Office Supplies,2017-12
1756,11,0.2,130.7581,360.712,924.1705799999996,563.4585799999996,High Error,Central,Office Supplies,2015-12
1757,6,0.2,150.36,1718.4,1754.8233499999978,36.423349999997754,Normal Error,Central,Technology,2015-12
1758,6,0.8,-66.5088,41.568,40.19312000000005,1.3748799999999477,Normal Error,Central,Office Supplies,2015-07
1759,2,0.2,7.6154,46.864,41.62224000000004,5.241759999999957,Normal Error,Central,Technology,2014-05
1760,3,0.2,4.884,19.536,26.026340000000033,6.490340000000032,Normal Error,East,Office Supplies,2014-01
1761,4,0.15,-4.8392,411.332,311.1534799999997,100.17852000000028,Normal Error,West,Furniture,2015-09
1762,6,0.2,9.7038,28.752,45.190180000000026,16.438180000000028,Normal Error,West,Office Supplies,2015-09
1763,3,0.15,-20.6964,293.199,279.1900700000003,14.008929999999737,Normal Error,West,Furniture,2015-09
1764,2,0.0,10.518,35.06,35.263199999999955,0.20319999999995275,Normal Error,South,Office Supplies,2016-08
1765,1,0.0,1.8998,4.13,4.447399999999996,0.3173999999999957,Normal Error,South,Office Supplies,2016-08
1766,9,0.0,46.116,109.8,379.8316000000001,270.0316000000001,Normal Error,South,Furniture,2016-08
1767,2,0.0,4.8118,9.82,10.22854000000002,0.4085400000000199,Normal Error,South,Office Supplies,2016-08
1768,4,0.7,-5.8604,7.644,7.584930000000005,0.05906999999999485,Normal Error,South,Office Supplies,2014-03
1769,5,0.7,-39.4565,51.465,54.065340000000006,2.6003400000000028,Normal Error,South,Office Supplies,2014-03
1770,4,0.2,-1.3952,6.976,11.819520000000004,4.843520000000004,Normal Error,Central,Office Supplies,2017-03
1771,7,0.8,-20.1663,12.222,10.646900000000008,1.575099999999992,Normal Error,Central,Office Supplies,2017-03
1772,2,0.2,-24.496,97.984,114.16220000000014,16.178200000000146,Normal Error,Central,Office Supplies,2016-11
1773,6,0.2,19.5,62.4,68.71647999999993,6.316479999999935,Normal Error,Central,Technology,2016-11
1774,2,0.0,9.387,20.86,20.501399999999986,0.35860000000001335,Normal Error,East,Office Supplies,2014-04
1775,9,0.0,129.3786,497.61,514.2095000000002,16.59950000000015,Normal Error,East,Office Supplies,2014-04
1776,2,0.0,1.4952,5.34,4.090859999999993,1.2491400000000068,Normal Error,East,Office Supplies,2014-04
1777,1,0.0,1.512,3.15,3.161699999999999,0.011699999999998933,Normal Error,East,Office Supplies,2014-04
1778,9,0.0,180.7659,368.91,374.30820000000034,5.398200000000315,Normal Error,West,Office Supplies,2015-11
1779,5,0.0,6.615,14.7,14.817700000000027,0.11770000000002767,Normal Error,West,Office Supplies,2015-11
1780,3,0.0,14.9925,59.97,63.53960000000002,3.5696000000000225,Normal Error,East,Technology,2016-11
1781,1,0.0,20.84,83.36,71.38359999999986,11.97640000000014,Normal Error,East,Office Supplies,2016-11
1782,2,0.0,3.0268,6.58,6.557200000000003,0.02279999999999749,Normal Error,East,Office Supplies,2015-07
1783,3,0.0,59.0112,122.94,132.84229999999994,9.90229999999994,Normal Error,East,Office Supplies,2015-07
1784,4,0.0,107.7216,219.84,258.39619999999996,38.55619999999996,Normal Error,Central,Office Supplies,2017-09
1785,6,0.0,9.816,98.16,95.39699999999992,2.7630000000000763,Normal Error,Central,Technology,2017-09
1786,8,0.0,15.5288,33.04,37.65599999999994,4.615999999999943,Normal Error,Central,Office Supplies,2017-09
1787,3,0.0,25.2213,86.97,87.65890000000003,0.6889000000000323,Normal Error,Central,Technology,2017-09
1788,3,0.0,64.7856,134.97,195.30610000000001,60.336100000000016,Normal Error,Central,Technology,2015-02
1789,2,0.0,195.9944,699.98,688.763000000001,11.216999999998961,Normal Error,Central,Technology,2015-02
1790,5,0.0,26.5905,139.95,116.92040000000004,23.029599999999945,Normal Error,Central,Technology,2015-02
1791,1,0.0,24.47,48.94,49.29359999999997,0.3535999999999717,Normal Error,East,Office Supplies,2014-09
1792,8,0.0,673.8816,2807.84,2003.267540000001,804.5724599999992,High Error,Central,Furniture,2014-12
1793,4,0.0,12.5928,46.64,42.52099999999998,4.119000000000021,Normal Error,Central,Office Supplies,2014-12
1794,2,0.2,6.0416,60.416,54.33664000000005,6.079359999999944,Normal Error,Central,Office Supplies,2014-12
1795,3,0.0,26.985,107.94,84.10819999999994,23.831800000000058,Normal Error,Central,Office Supplies,2016-09
1796,8,0.0,16.5984,63.84,125.22174000000008,61.38174000000008,Normal Error,East,Office Supplies,2017-08
1797,3,0.0,100.9113,347.97,338.7109000000003,9.259099999999705,Normal Error,East,Technology,2017-08
1798,6,0.2,11.565,37.008,42.86487999999996,5.856879999999954,Normal Error,East,Office Supplies,2017-08
1799,5,0.0,73.321,215.65,217.7421000000001,2.0921000000001015,Normal Error,West,Furniture,2016-07
1800,4,0.2,3.6296,11.168,11.203520000000005,0.035520000000005325,Normal Error,Central,Office Supplies,2016-08
1801,3,0.2,17.5344,53.952,53.71160000000005,0.24039999999995132,Normal Error,Central,Office Supplies,2016-08
1802,1,0.0,1.5048,4.18,3.769400000000002,0.41059999999999786,Normal Error,West,Furniture,2016-11
1803,1,0.7,-4.2987,5.607,5.745930000000004,0.13893000000000377,Normal Error,East,Office Supplies,2017-09
1804,7,0.2,-1049.3406,4663.736,2171.7757560000023,2491.9602439999976,High Error,East,Office Supplies,2017-09
1805,2,0.2,22.9954,79.984,104.40160000000016,24.417600000000164,Normal Error,East,Technology,2017-09
1806,7,0.2,257.5944,2575.944,1588.6668700000012,987.2771299999988,High Error,West,Technology,2016-12
1807,7,0.0,21.7728,45.36,45.36000000000001,7.105427357601002e-15,Normal Error,West,Office Supplies,2016-12
1808,7,0.0,76.272,254.24,224.59210000000024,29.647899999999765,Normal Error,West,Technology,2016-12
1809,7,0.0,0.6993,69.93,60.630220000000044,9.299779999999963,Normal Error,Central,Technology,2016-02
1810,7,0.6,-12.117,16.156,16.98089999999998,0.8248999999999818,Normal Error,Central,Furniture,2016-10
1811,3,0.2,17.8152,54.816,55.111999999999895,0.2959999999998928,Normal Error,Central,Office Supplies,2016-10
1812,7,0.0,245.021,1441.3,1453.8824000000009,12.582400000000916,Normal Error,South,Furniture,2014-06
1813,5,0.2,28.13,77.6,119.67330000000011,42.07330000000012,Normal Error,East,Furniture,2017-11
1814,2,0.2,1.5714,4.656,12.520279999999984,7.864279999999984,Normal Error,East,Furniture,2017-11
1815,3,0.2,-8.5068,170.136,292.2484399999996,122.11243999999962,Normal Error,West,Furniture,2015-09
1816,2,0.0,3.4686,7.38,7.407799999999996,0.027799999999996494,Normal Error,West,Office Supplies,2015-06
1817,2,0.0,3.0558,9.26,8.106399999999999,1.1536000000000008,Normal Error,West,Office Supplies,2015-06
1818,2,0.0,4.5816,9.96,10.409800000000011,0.4498000000000104,Normal Error,West,Office Supplies,2015-12
1819,2,0.8,-166.32,75.6,75.97847000000009,0.37847000000009245,Normal Error,Central,Office Supplies,2014-05
1820,2,0.6,-24.189,29.32,30.59960000000004,1.2796000000000411,Normal Error,Central,Furniture,2014-05
1821,6,0.8,-225.5568,92.064,95.71135000000008,3.6473500000000882,Normal Error,Central,Office Supplies,2016-02
1822,4,0.2,1.8312,6.976,10.88680000000001,3.91080000000001,Normal Error,Central,Office Supplies,2016-02
1823,3,0.3,-2.6982,62.958,105.63498000000008,42.676980000000086,Normal Error,Central,Furniture,2016-02
1824,1,0.2,1.8144,5.184,5.184000000000011,1.0658141036401503e-14,Normal Error,Central,Office Supplies,2016-02
1825,10,0.7,-25.056,31.32,35.09982000000004,3.7798200000000364,Normal Error,West,Office Supplies,2016-12
1826,4,0.2,3.108,11.84,12.911900000000012,1.0719000000000118,Normal Error,West,Furniture,2016-12
1827,1,0.2,4.8416,22.784,50.674720000000036,27.890720000000037,Normal Error,West,Furniture,2016-12
1828,3,0.2,126.8973,1127.976,1058.7970399999995,69.17896000000064,Normal Error,South,Technology,2016-02
1829,6,0.0,18.6624,38.88,38.98370000000008,0.10370000000007451,Normal Error,South,Office Supplies,2015-07
1830,2,0.4,-168.9558,779.796,639.6189950000004,140.17700499999967,Normal Error,East,Technology,2014-05
1831,8,0.0,374.3792,1439.92,1433.5673199999999,6.352680000000191,Normal Error,Central,Technology,2017-10
1832,1,0.0,62.9064,262.11,243.16640000000018,18.943599999999833,Normal Error,Central,Furniture,2017-10
1833,3,0.2,25.875,207.0,161.81591999999992,45.18408000000008,Normal Error,South,Furniture,2015-11
1834,3,0.4,-263.9967,1439.982,938.044390000001,501.9376099999989,High Error,Central,Technology,2017-08
1835,7,0.2,12.7008,36.288,36.288000000000004,7.105427357601002e-15,Normal Error,Central,Office Supplies,2017-08
1836,5,0.0,6.206,21.4,24.049200000000038,2.6492000000000395,Normal Error,East,Office Supplies,2014-06
1837,7,0.0,361.2994,1245.86,1401.7376199999987,155.87761999999884,Normal Error,South,Office Supplies,2017-02
1838,3,0.2,5.9211,17.544,18.560880000000026,1.0168800000000253,Normal Error,South,Office Supplies,2014-08
1839,4,0.2,12.1352,44.128,76.78639999999994,32.65839999999994,Normal Error,South,Furniture,2014-08
1840,1,0.2,10.2245,62.92,117.67312000000004,54.75312000000004,Normal Error,South,Office Supplies,2014-08
1841,2,0.2,29.364,78.304,88.90936000000006,10.605360000000061,Normal Error,South,Office Supplies,2014-08
1842,1,0.0,39.4268,140.81,176.45779999999988,35.647799999999876,Normal Error,South,Furniture,2016-07
1843,4,0.2,13.5324,40.096,78.0065599999999,37.9105599999999,Normal Error,Central,Office Supplies,2015-02
1844,2,0.6,-30.588,40.784,37.65426000000005,3.1297399999999485,Normal Error,Central,Furniture,2015-02
1845,3,0.0,11.7741,90.57,78.54519999999994,12.024800000000056,Normal Error,West,Technology,2017-07
1846,6,0.0,19.2384,40.08,43.06459999999996,2.984599999999965,Normal Error,East,Office Supplies,2017-01
1847,2,0.0,15.8256,37.68,38.32479999999994,0.6447999999999396,Normal Error,East,Furniture,2017-01
1848,3,0.2,27.1764,362.352,323.25007999999974,39.101920000000234,Normal Error,West,Furniture,2017-09
1849,2,0.2,2.245,7.184,7.617119999999999,0.43311999999999884,Normal Error,West,Office Supplies,2017-09
1850,1,0.0,9.7328,34.76,81.09750000000004,46.33750000000004,Normal Error,Central,Office Supplies,2015-07
1851,5,0.0,124.68,831.2,678.4859999999992,152.71400000000085,Normal Error,Central,Technology,2015-07
1852,5,0.0,11.88,26.4,26.531200000000045,0.13120000000004595,Normal Error,Central,Office Supplies,2015-07
1853,7,0.0,49.105,106.75,115.95639999999999,9.206399999999988,Normal Error,Central,Office Supplies,2015-07
1854,2,0.0,45.9754,97.82,97.63579999999988,0.18420000000011783,Normal Error,Central,Office Supplies,2015-07
1855,5,0.0,38.178,141.4,137.38479999999979,4.01520000000022,Normal Error,Central,Office Supplies,2015-07
1856,3,0.0,4.7916,14.52,17.61216,3.09216,Normal Error,West,Office Supplies,2014-06
1857,5,0.2,-15.99,127.92,202.49527999999972,74.57527999999972,Normal Error,Central,Office Supplies,2017-05
1858,4,0.8,-53.072,34.24,31.134439999999948,3.105560000000054,Normal Error,Central,Office Supplies,2017-05
1859,2,0.0,60.5528,137.62,154.61880000000028,16.998800000000273,Normal Error,East,Office Supplies,2015-09
1860,1,0.0,25.1225,100.49,97.80429999999984,2.6857000000001534,Normal Error,East,Technology,2015-09
1861,2,0.2,-28.9764,257.568,224.8495799999998,32.71842000000018,Normal Error,East,Furniture,2017-03
1862,4,0.0,33.5888,119.96,115.55139999999989,4.408600000000106,Normal Error,East,Technology,2017-03
1863,4,0.2,4.9632,49.632,23.716080000000012,25.915919999999986,Normal Error,Central,Office Supplies,2014-11
1864,5,0.5,-465.568,727.45,690.2554099999988,37.1945900000012,Normal Error,West,Furniture,2016-10
1865,3,0.2,4.368,24.96,56.702320000000064,31.742320000000063,Normal Error,West,Furniture,2016-10
1866,3,0.4,-92.6955,370.782,362.64991199999963,8.132088000000351,Normal Error,East,Technology,2017-11
1867,5,0.0,70.722,196.45,211.22210000000024,14.77210000000025,Normal Error,West,Furniture,2017-04
1868,6,0.2,10.8864,31.104,31.103999999999957,4.263256414560601e-14,Normal Error,East,Office Supplies,2015-06
1869,2,0.2,-17.6076,78.256,80.62576000000013,2.3697600000001273,Normal Error,East,Office Supplies,2015-06
1870,1,0.0,3.1104,6.48,6.480000000000009,8.881784197001252e-15,Normal Error,West,Office Supplies,2016-08
1871,5,0.0,25.792,99.2,97.5996,1.6004000000000076,Normal Error,West,Office Supplies,2014-07
1872,2,0.2,50.098,801.568,786.8910399999995,14.676960000000463,Normal Error,West,Furniture,2014-07
1873,1,0.2,27.2848,272.848,228.73204000000035,44.11595999999966,Normal Error,West,Furniture,2014-07
1874,1,0.0,20.5842,70.98,68.98779999999987,1.992200000000139,Normal Error,West,Furniture,2017-11
1875,2,0.2,5.8812,16.224,19.998499999999975,3.774499999999975,Normal Error,East,Office Supplies,2014-06
1876,1,0.2,-22.098,176.784,165.50432999999975,11.279670000000237,Normal Error,East,Furniture,2016-03
1877,3,0.2,47.0376,470.376,409.94025999999945,60.43574000000052,Normal Error,Central,Technology,2017-03
1878,4,0.2,-44.2764,393.568,240.2657279999998,153.3022720000002,Normal Error,West,Furniture,2017-12
1879,3,0.2,22.6782,302.376,302.37600000000015,1.7053025658242404e-13,Normal Error,West,Technology,2017-12
1880,9,0.7,-48.1194,68.742,67.90470000000006,0.8372999999999422,Normal Error,South,Office Supplies,2017-03
1881,3,0.0,14.67,29.34,47.26979999999993,17.929799999999933,Normal Error,East,Office Supplies,2015-03
1882,7,0.1,63.9345,383.607,421.6311300000002,38.024130000000184,Normal Error,East,Furniture,2015-03
1883,4,0.0,67.608,563.4,534.5806000000008,28.819399999999177,Normal Error,East,Office Supplies,2015-03
1884,7,0.2,78.6828,217.056,247.49320000000006,30.437200000000047,Normal Error,East,Office Supplies,2016-11
1885,2,0.2,2.1,6.0,6.444500000000001,0.44450000000000056,Normal Error,Central,Office Supplies,2017-01
1886,3,0.0,10.4148,31.56,32.80559999999996,1.245599999999964,Normal Error,West,Furniture,2016-04
1887,2,0.2,2.3976,7.104,28.50081999999999,21.39681999999999,Normal Error,South,Office Supplies,2014-05
1888,8,0.7,-331.96,398.352,358.00855999999953,40.34344000000044,Normal Error,South,Office Supplies,2014-05
1889,4,0.2,13.7016,121.792,113.93507999999991,7.856920000000088,Normal Error,East,Office Supplies,2014-10
1890,3,0.4,-122.877,409.59,479.4575999999994,69.86759999999941,Normal Error,East,Furniture,2014-10
1891,2,0.0,4.752,10.56,15.121199999999957,4.561199999999957,Normal Error,West,Office Supplies,2014-03
1892,1,0.0,1.2506,3.38,17.704459999999997,14.324459999999998,Normal Error,West,Office Supplies,2014-03
1893,1,0.2,2.934,7.824,11.611039999999996,3.7870399999999957,Normal Error,South,Office Supplies,2017-12
1894,1,0.2,7.745,24.784,29.66216000000004,4.87816000000004,Normal Error,West,Office Supplies,2016-11
1895,3,0.0,10.395,34.65,68.59749999999991,33.94749999999991,Normal Error,South,Office Supplies,2017-12
1896,2,0.2,152.495,487.984,487.06309999999917,0.9209000000008132,Normal Error,West,Office Supplies,2015-12
1897,2,0.0,843.1706,1793.98,1826.0807400000017,32.10074000000168,Normal Error,Central,Office Supplies,2017-10
1898,2,0.2,10.8054,29.808,196.15927999999982,166.35127999999983,Normal Error,South,Office Supplies,2014-08
1899,4,0.7,-336.784,505.176,468.54622999999947,36.62977000000052,Normal Error,South,Office Supplies,2014-08
1900,3,0.45,-110.7645,174.0585,225.5560539999997,51.497553999999695,Normal Error,South,Furniture,2014-08
1901,6,0.0,19.188,191.88,158.4599999999997,33.4200000000003,Normal Error,South,Office Supplies,2016-06
1902,2,0.0,3.9906,14.78,69.53117999999988,54.75117999999988,Normal Error,Central,Technology,2016-08
1903,1,0.2,1.8144,5.184,5.184000000000011,1.0658141036401503e-14,Normal Error,West,Office Supplies,2017-10
1904,2,0.2,47.848,478.48,451.0521600000006,27.427839999999435,Normal Error,West,Furniture,2017-10
1905,2,0.2,6.745,28.4,47.17728,18.777280000000005,Normal Error,West,Technology,2017-10
1906,8,0.0,9.0912,909.12,536.9667000000004,372.1532999999996,Normal Error,Central,Office Supplies,2017-10
1907,2,0.7,-2.1648,2.952,3.0356599999999996,0.08365999999999962,Normal Error,South,Office Supplies,2016-05
1908,6,0.7,-21.6144,27.018,27.673980000000014,0.6559800000000138,Normal Error,South,Office Supplies,2016-05
1909,4,0.0,41.076,136.92,133.9625000000001,2.9574999999998965,Normal Error,West,Furniture,2015-02
1910,2,0.0,8.532,18.96,19.362200000000026,0.4022000000000254,Normal Error,East,Furniture,2017-12
1911,3,0.0,40.7499,99.39,127.33169999999987,27.94169999999987,Normal Error,West,Technology,2016-11
1912,7,0.2,92.4399,273.896,474.7711200000002,200.8751200000002,Normal Error,Central,Office Supplies,2017-07
1913,3,0.4,49.761,597.132,572.8593999999995,24.272600000000466,Normal Error,Central,Technology,2017-07
1914,5,0.0,65.978,149.95,168.94050000000024,18.990500000000253,Normal Error,South,Technology,2014-01
1915,2,0.2,1.6704,4.608,4.608000000000003,3.552713678800501e-15,Normal Error,South,Office Supplies,2017-04
1916,3,0.2,4.8525,15.528,94.74279999999997,79.21479999999997,Normal Error,South,Office Supplies,2017-04
1917,3,0.2,3.8844,11.952,14.130379999999995,2.1783799999999953,Normal Error,South,Office Supplies,2017-04
1918,5,0.0,3.3785,11.65,26.25660000000002,14.60660000000002,Normal Error,East,Office Supplies,2015-11
1919,2,0.0,74.975,299.9,305.60880000000043,5.708800000000451,Normal Error,Central,Technology,2015-10
1920,5,0.2,302.373,895.92,970.2008599999991,74.28085999999917,Normal Error,East,Office Supplies,2017-08
1921,2,0.1,97.6524,462.564,477.5532999999995,14.989299999999503,Normal Error,East,Furniture,2017-08
1922,2,0.2,1.5008,15.008,13.48640000000001,1.5215999999999887,Normal Error,East,Office Supplies,2015-10
1923,9,0.2,107.955,863.64,716.5924799999992,147.04752000000076,Normal Error,Central,Technology,2016-07
1924,3,0.2,3.5712,47.616,40.47824000000001,7.137759999999993,Normal Error,Central,Office Supplies,2016-07
1925,3,0.0,41.823,92.94,94.27139999999991,1.3313999999999169,Normal Error,West,Office Supplies,2017-12
1926,2,0.0,69.993,199.98,243.41849999999963,43.438499999999635,Normal Error,West,Technology,2017-03
1927,3,0.2,19.9665,177.48,174.23479999999967,3.245200000000324,Normal Error,West,Technology,2016-06
1928,2,0.2,31.0688,88.768,94.39568000000003,5.627680000000026,Normal Error,West,Office Supplies,2017-11
1929,1,0.0,3.1104,6.48,6.480000000000009,8.881784197001252e-15,Normal Error,West,Office Supplies,2017-03
1930,1,0.0,1.8604,46.51,33.77566000000006,12.73433999999994,Normal Error,West,Office Supplies,2017-03
1931,3,0.2,49.4982,659.976,597.4560800000004,62.519919999999615,Normal Error,West,Technology,2017-03
1932,1,0.2,23.7993,271.992,199.90189000000007,72.09010999999995,Normal Error,West,Technology,2016-11
1933,3,0.0,23.3184,145.74,132.5942999999999,13.145700000000119,Normal Error,South,Furniture,2017-08
1934,5,0.0,7.392,15.4,17.129900000000017,1.7299000000000166,Normal Error,South,Furniture,2017-08
1935,5,0.0,114.9385,244.55,244.40309999999957,0.1469000000004428,Normal Error,West,Office Supplies,2017-11
1936,8,0.0,59.8176,166.16,157.82619999999994,8.333800000000053,Normal Error,West,Technology,2017-11
1937,3,0.0,4.8609,14.73,44.37479999999999,29.644799999999993,Normal Error,West,Furniture,2015-05
1938,2,0.7,-13.312,19.968,18.344819999999967,1.6231800000000334,Normal Error,West,Office Supplies,2016-07
1939,7,0.2,-1.2558,33.488,39.060799999999944,5.572799999999944,Normal Error,West,Office Supplies,2016-07
1940,4,0.7,-6.1152,8.736,8.474399999999985,0.2616000000000156,Normal Error,West,Office Supplies,2016-07
1941,3,0.2,74.574,662.88,689.4433999999991,26.563399999999092,Normal Error,West,Furniture,2016-07
1942,4,0.2,17.76,47.36,65.21783999999991,17.85783999999991,Normal Error,Central,Office Supplies,2017-08
1943,2,0.2,2.401,27.44,26.477640000000036,0.9623599999999648,Normal Error,Central,Office Supplies,2017-08
1944,9,0.8,-5.184,3.24,3.1054600000000034,0.13453999999999677,Normal Error,Central,Office Supplies,2017-08
1945,4,0.2,26.3912,95.968,127.37960000000028,31.411600000000277,Normal Error,Central,Technology,2016-06
1946,2,0.2,3.6288,10.368,10.368000000000022,2.1316282072803006e-14,Normal Error,Central,Office Supplies,2016-06
1947,2,0.0,6.468,23.1,31.672799999999985,8.572799999999983,Normal Error,East,Office Supplies,2017-09
1948,2,0.0,3.462,11.54,10.40059999999999,1.139400000000009,Normal Error,East,Furniture,2017-09
1949,1,0.4,-93.3262,254.526,261.30156000000045,6.775560000000439,Normal Error,East,Furniture,2017-09
1950,1,0.0,3.7642,12.98,12.049440000000006,0.9305599999999945,Normal Error,East,Office Supplies,2017-09
1951,8,0.2,8.9208,26.432,37.03871999999994,10.606719999999942,Normal Error,East,Office Supplies,2017-09
1952,3,0.0,57.4113,197.97,194.51129999999984,3.4587000000001638,Normal Error,East,Technology,2017-09
1953,6,0.0,9.072,18.9,19.499000000000034,0.5990000000000357,Normal Error,East,Office Supplies,2017-09
1954,5,0.1,213.735,1282.41,1272.3690200000021,10.040979999997944,Normal Error,East,Furniture,2017-09
1955,3,0.0,2.214,4.92,19.472579999999994,14.552579999999994,Normal Error,East,Office Supplies,2017-09
1956,2,0.0,38.08,238.0,231.8946,6.105400000000003,Normal Error,East,Technology,2017-09
1957,3,0.0,40.3128,167.97,162.80359999999973,5.166400000000266,Normal Error,East,Technology,2017-09
1958,4,0.0,7.704,17.12,21.056159999999966,3.9361599999999655,Normal Error,East,Office Supplies,2017-09
1959,3,0.0,7.776,16.2,17.98190000000002,1.7819000000000216,Normal Error,Central,Office Supplies,2017-09
1960,3,0.0,14.6157,33.99,45.80129999999991,11.81129999999991,Normal Error,Central,Office Supplies,2017-09
1961,5,0.0,53.433,296.85,293.6319999999995,3.2180000000005293,Normal Error,Central,Technology,2017-09
1962,6,0.0,6.768,112.8,194.1586999999998,81.35869999999981,Normal Error,Central,Technology,2017-09
1963,3,0.0,6.5808,13.71,17.10716000000001,3.39716000000001,Normal Error,Central,Office Supplies,2017-09
1964,5,0.0,11.703,24.9,26.698600000000038,1.7986000000000395,Normal Error,Central,Office Supplies,2017-09
1965,3,0.0,17.1774,286.29,192.49130000000025,93.79869999999977,Normal Error,Central,Office Supplies,2017-09
1966,2,0.0,7.254,24.18,31.01052,6.83052,Normal Error,Central,Office Supplies,2017-09
1967,3,0.0,78.9516,281.97,273.0934000000002,8.876599999999826,Normal Error,East,Technology,2017-12
1968,5,0.0,20.155,69.5,82.19730000000003,12.697300000000027,Normal Error,East,Office Supplies,2017-12
1969,3,0.0,79.8912,166.44,166.44000000000014,1.4210854715202004e-13,Normal Error,East,Office Supplies,2017-12
1970,4,0.0,102.186,291.96,289.6043999999995,2.355600000000493,Normal Error,Central,Technology,2017-09
1971,3,0.2,0.6408,6.408,6.325280000000007,0.08271999999999302,Normal Error,Central,Office Supplies,2017-05
1972,7,0.2,76.6395,408.744,419.1776799999994,10.433679999999356,Normal Error,Central,Technology,2017-05
1973,4,0.8,-8.6768,5.104,4.811520000000001,0.2924799999999994,Normal Error,Central,Office Supplies,2014-12
1974,2,0.2,0.4706,2.896,2.9923199999999968,0.09631999999999685,Normal Error,Central,Office Supplies,2014-12
1975,3,0.2,-2.1885,35.016,37.99544000000005,2.9794400000000536,Normal Error,Central,Technology,2014-12
1976,3,0.0,11.0388,275.97,195.94529999999997,80.02470000000005,Normal Error,South,Office Supplies,2014-10
1977,5,0.0,362.687,1394.95,1389.9014999999986,5.048500000001468,Normal Error,South,Technology,2014-10
1978,6,0.0,70.9644,545.88,463.2967999999995,82.58320000000049,Normal Error,South,Furniture,2014-10
1979,2,0.2,0.5904,5.248,5.247999999999995,5.329070518200751e-15,Normal Error,West,Office Supplies,2015-05
1980,4,0.2,105.0228,933.536,912.9859599999987,20.550040000001218,Normal Error,West,Furniture,2016-04
1981,4,0.2,4.2976,42.976,31.364560000000026,11.611439999999973,Normal Error,West,Office Supplies,2016-04
1982,2,0.0,1.8048,3.76,4.537420000000006,0.7774200000000064,Normal Error,South,Office Supplies,2015-12
1983,4,0.0,134.3888,479.96,461.4033999999997,18.556600000000287,Normal Error,Central,Technology,2014-12
1984,6,0.0,93.0552,320.88,316.6044000000001,4.2755999999998835,Normal Error,West,Office Supplies,2014-11
1985,3,0.0,10.5072,23.88,25.54480000000004,1.6648000000000422,Normal Error,West,Furniture,2014-11
1986,4,0.0,12.3096,26.76,31.562400000000054,4.802400000000052,Normal Error,West,Office Supplies,2014-11
1987,4,0.4,191.9968,1439.976,1354.687489999998,85.28851000000213,Normal Error,East,Technology,2016-07
1988,3,0.0,7.9212,17.22,21.403400000000012,4.183400000000013,Normal Error,Central,Office Supplies,2015-11
1989,7,0.0,215.1198,1024.38,866.3413000000005,158.0386999999996,Normal Error,Central,Furniture,2015-11
1990,3,0.0,12.3234,26.22,30.85029999999996,4.630299999999963,Normal Error,Central,Office Supplies,2015-11
1991,3,0.0,8.4966,17.34,19.029299999999974,1.6892999999999745,Normal Error,Central,Office Supplies,2015-11
1992,4,0.7,-3.7996,4.956,4.849470000000005,0.1065299999999958,Normal Error,East,Office Supplies,2017-02
1993,6,0.2,26.64,71.04,80.96688000000003,9.926880000000025,Normal Error,West,Office Supplies,2017-06
1994,2,0.2,0.7348,5.344,5.3393599999999966,0.004640000000003752,Normal Error,West,Office Supplies,2017-06
1995,3,0.2,-2.1195,11.304,23.119050000000037,11.815050000000037,Normal Error,West,Office Supplies,2017-06
1996,5,0.8,-766.012,294.62,519.7426000000006,225.1226000000006,Normal Error,Central,Office Supplies,2017-12
1997,4,0.6,-3.7196,8.752,8.34137999999999,0.4106200000000104,Normal Error,Central,Furniture,2017-12
1998,4,0.0,7.2,15.0,63.95239999999999,48.95239999999999,Normal Error,South,Office Supplies,2014-02
1999,1,0.0,42.0186,161.61,141.20030000000008,20.40969999999993,Normal Error,South,Technology,2014-02
