Sales,Quantity,Discount,Profit,Region,Category,Year,Month,YearMonth,Anomaly,AlertLevel
19.104,3,0.2,5.7312,South,Furniture,2017,12,2017-12,Normal,Normal
49.44,3,0.0,24.2256,Central,Office Supplies,2016,11,2016-11,Normal,Normal
10.368,2,0.2,3.6288,East,Office Supplies,2017,11,2017-11,Normal,Normal
154.44,3,0.0,1.5444,West,Office Supplies,2016,10,2016-10,Normal,Normal
60.984,7,0.2,4.5738,West,Office Supplies,2015,12,2015-12,Normal,Normal
195.466,2,0.15,-13.7976,West,Furniture,2015,7,2015-07,Normal,Normal
23.68,8,0.2,6.216,South,Furniture,2017,4,2017-04,Normal,Normal
2.376,3,0.2,0.7425,South,Technology,2017,4,2017-04,Normal,Normal
59.2,4,0.0,29.6,East,Office Supplies,2017,5,2017-05,Normal,Normal
22.0,10,0.0,9.68,Central,Office Supplies,2017,11,2017-11,Normal,Normal
257.98,2,0.0,74.8142,Central,Technology,2016,11,2016-11,Normal,Normal
23.988,2,0.4,-15.992,East,Technology,2016,11,2016-11,Normal,Normal
23.976,4,0.4,-15.5844,East,Technology,2016,10,2016-10,Normal,Normal
601.536,4,0.2,0.0,West,Furniture,2015,9,2015-09,Normal,Normal
7.9,2,0.0,2.528,West,Office Supplies,2015,9,2015-09,Normal,Normal
58.36,5,0.6,-24.803,Central,Furniture,2014,12,2014-12,Normal,Normal
16.464,7,0.2,1.4406,Central,Office Supplies,2014,12,2014-12,Normal,Normal
39.96,5,0.6,-23.976,Central,Furniture,2014,12,2014-12,Normal,Normal
25.96,2,0.0,7.5284,Central,Office Supplies,2014,9,2014-09,Normal,Normal
36.27,3,0.0,10.881,Central,Office Supplies,2014,9,2014-09,Normal,Normal
6.48,1,0.0,3.1104,Central,Office Supplies,2014,9,2014-09,Normal,Normal
1075.088,14,0.2,94.0702,West,Technology,2014,4,2014-04,Anomaly,High Alert
438.368,4,0.2,38.3572,West,Technology,2014,4,2014-04,Normal,Normal
18.088,7,0.2,6.5569,West,Office Supplies,2014,4,2014-04,Normal,Normal
308.499,3,0.15,-18.147,West,Furniture,2014,4,2014-04,Normal,Normal
13.36,4,0.0,4.1416,South,Office Supplies,2017,10,2017-10,Normal,Normal
39.96,2,0.0,18.7812,South,Office Supplies,2017,10,2017-10,Normal,Normal
145.85,5,0.0,70.008,South,Office Supplies,2017,10,2017-10,Normal,Normal
783.96,5,0.2,78.396,South,Technology,2016,10,2016-10,Normal,Normal
7.88,1,0.2,1.773,West,Office Supplies,2015,11,2015-11,Normal,Normal
41.37,3,0.0,17.3754,West,Furniture,2017,11,2017-11,Normal,Normal
12.84,3,0.0,5.778,West,Office Supplies,2015,5,2015-05,Normal,Normal
25.68,6,0.0,11.556,West,Office Supplies,2015,5,2015-05,Normal,Normal
47.516,2,0.3,-2.0364,Central,Furniture,2015,9,2015-09,Normal,Normal
9.42,2,0.0,0.471,West,Office Supplies,2015,7,2015-07,Normal,Normal
12.96,2,0.0,6.2208,West,Office Supplies,2015,7,2015-07,Normal,Normal
704.9,5,0.0,56.392,West,Furniture,2015,7,2015-07,Normal,Normal
561.568,2,0.2,28.0784,West,Furniture,2015,7,2015-07,Normal,Normal
179.82,9,0.0,84.5154,Central,Office Supplies,2015,11,2015-11,Normal,Normal
185.58,6,0.0,76.0878,Central,Furniture,2015,11,2015-11,Normal,Normal
214.11,3,0.0,36.3987,Central,Furniture,2015,11,2015-11,Normal,Normal
999.96,4,0.0,229.9908,Central,Technology,2015,11,2015-11,Normal,Normal
653.55,3,0.0,111.1035,Central,Furniture,2015,11,2015-11,Normal,Normal
114.6,5,0.0,51.57,East,Office Supplies,2015,9,2015-09,Normal,Normal
60.74,1,0.0,15.185,East,Furniture,2015,9,2015-09,Normal,Normal
124.36,2,0.0,27.3592,East,Furniture,2015,9,2015-09,Normal,Normal
1088.76,6,0.0,315.7404,East,Office Supplies,2015,9,2015-09,Normal,Normal
6.72,5,0.2,2.352,West,Office Supplies,2016,5,2016-05,Normal,Normal
298.776,3,0.2,7.4694,West,Furniture,2016,5,2016-05,Normal,Normal
302.376,3,0.2,22.6782,West,Technology,2016,12,2016-12,Normal,Normal
8.928,2,0.2,0.558,Central,Office Supplies,2017,9,2017-09,Normal,Normal
47.584,2,0.2,-2.974,Central,Office Supplies,2017,9,2017-09,Normal,Normal
33.792,8,0.2,10.56,Central,Office Supplies,2014,9,2014-09,Normal,Normal
300.5328,2,0.32,-97.2312,Central,Furniture,2014,9,2014-09,Normal,Normal
2.724,2,0.8,-4.3584,Central,Office Supplies,2014,9,2014-09,Normal,Normal
3.264,2,0.2,1.1016,Central,Office Supplies,2014,9,2014-09,Normal,Normal
108.336,6,0.2,37.9176,East,Office Supplies,2016,4,2016-04,Normal,Normal
55.92,5,0.2,6.291,East,Office Supplies,2016,4,2016-04,Normal,Normal
78.304,2,0.2,29.364,East,Office Supplies,2016,4,2016-04,Normal,Normal
443.92,5,0.2,-94.333,West,Office Supplies,2014,11,2014-11,Normal,Normal
155.976,3,0.2,54.5916,West,Technology,2014,11,2014-11,Normal,Normal
15.47,7,0.0,4.1769,South,Office Supplies,2017,1,2017-01,Normal,Normal
7.16,2,0.0,3.4368,South,Office Supplies,2017,1,2017-01,Normal,Normal
10.89,1,0.0,2.8314,West,Office Supplies,2017,11,2017-11,Normal,Normal
19.44,3,0.0,9.3312,West,Office Supplies,2017,11,2017-11,Normal,Normal
121.6,5,0.2,39.52,West,Office Supplies,2017,11,2017-11,Normal,Normal
695.7,2,0.5,-27.828,South,Technology,2016,6,2016-06,Normal,Normal
120.33,1,0.0,31.2858,East,Office Supplies,2015,9,2015-09,Normal,Normal
1139.92,4,0.0,284.98,South,Furniture,2014,3,2014-03,Normal,Normal
229.544,7,0.2,83.2097,South,Office Supplies,2017,8,2017-08,Normal,Normal
143.728,2,0.2,-32.3388,Central,Office Supplies,2017,3,2017-03,Normal,Normal
36.048,3,0.2,-0.9012,East,Technology,2017,5,2017-05,Normal,Normal
845.488,8,0.3,-12.0784,Central,Furniture,2016,12,2016-12,Normal,Normal
50.94,3,0.0,14.2632,East,Office Supplies,2017,11,2017-11,Normal,Normal
762.594,3,0.8,-1143.891,Central,Office Supplies,2017,9,2017-09,Anomaly,High Alert
56.28,6,0.0,15.7584,South,Furniture,2017,4,2017-04,Normal,Normal
2690.97,3,0.0,1264.7559,South,Office Supplies,2017,4,2017-04,Anomaly,High Alert
7.434,6,0.7,-5.6994,South,Office Supplies,2016,11,2016-11,Normal,Normal
64.784,1,0.2,-12.9568,East,Office Supplies,2016,6,2016-06,Normal,Normal
28.16,4,0.0,13.2352,Central,Office Supplies,2017,12,2017-12,Normal,Normal
14.98,1,0.0,6.8908,East,Furniture,2016,3,2016-03,Normal,Normal
20.32,4,0.0,6.9088,East,Furniture,2016,3,2016-03,Normal,Normal
40.29,3,0.0,10.4754,East,Office Supplies,2017,8,2017-08,Normal,Normal
20.23,7,0.0,9.5081,Central,Office Supplies,2017,7,2017-07,Normal,Normal
1603.136,4,0.2,100.196,West,Furniture,2016,8,2016-08,Normal,Normal
225.296,2,0.2,22.5296,South,Furniture,2016,8,2016-08,Normal,Normal
67.8,4,0.0,4.068,South,Technology,2017,5,2017-05,Normal,Normal
377.97,3,0.0,98.2722,South,Technology,2017,5,2017-05,Normal,Normal
1628.82,9,0.0,374.6286,South,Furniture,2017,5,2017-05,Anomaly,High Alert
286.93,7,0.0,140.5957,South,Office Supplies,2017,5,2017-05,Normal,Normal
20.736,4,0.2,7.2576,South,Office Supplies,2017,8,2017-08,Normal,Normal
31.44,3,0.0,8.4888,West,Office Supplies,2017,8,2017-08,Normal,Normal
83.79,7,0.0,22.6233,West,Office Supplies,2017,8,2017-08,Normal,Normal
59.52,3,0.0,15.4752,West,Office Supplies,2017,8,2017-08,Normal,Normal
31.92,4,0.0,9.2568,West,Office Supplies,2017,8,2017-08,Normal,Normal
14.72,5,0.2,-3.312,East,Office Supplies,2016,11,2016-11,Normal,Normal
38.976,3,0.2,-2.436,East,Office Supplies,2016,11,2016-11,Normal,Normal
17.088,2,0.2,1.068,South,Furniture,2017,6,2017-06,Normal,Normal
74.352,3,0.2,23.235,West,Office Supplies,2014,3,2014-03,Normal,Normal
314.352,3,0.2,-35.3646,West,Furniture,2014,3,2014-03,Normal,Normal
4.26,1,0.0,1.7466,West,Office Supplies,2017,6,2017-06,Normal,Normal
811.28,8,0.0,24.3384,West,Office Supplies,2017,11,2017-11,Normal,Normal
6.03,3,0.0,2.9547,East,Office Supplies,2017,12,2017-12,Normal,Normal
153.568,2,0.2,-5.7588,West,Furniture,2016,1,2016-01,Normal,Normal
1013.488,7,0.2,76.0116,West,Furniture,2016,1,2016-01,Normal,Normal
52.34,2,0.0,24.5998,East,Office Supplies,2016,1,2016-01,Normal,Normal
4.66,2,0.0,1.3514,East,Office Supplies,2016,1,2016-01,Normal,Normal
254.97,3,0.0,91.7892,East,Technology,2016,1,2016-01,Normal,Normal
25.44,6,0.0,12.72,East,Office Supplies,2016,9,2016-09,Normal,Normal
27.93,3,0.0,8.0997,East,Office Supplies,2016,9,2016-09,Normal,Normal
8.85,5,0.8,-13.7175,Central,Office Supplies,2014,2,2014-02,Normal,Normal
6.96,4,0.0,2.2272,West,Furniture,2016,11,2016-11,Normal,Normal
17.456,2,0.2,5.8914,West,Office Supplies,2016,1,2016-01,Normal,Normal
307.92,5,0.2,-34.641,West,Furniture,2016,10,2016-10,Normal,Normal
6.63,3,0.0,1.7901,West,Office Supplies,2017,12,2017-12,Normal,Normal
12.96,2,0.0,6.2208,West,Office Supplies,2017,12,2017-12,Normal,Normal
32.4,5,0.0,15.552,West,Office Supplies,2017,12,2017-12,Normal,Normal
23.85,5,0.0,10.7325,West,Office Supplies,2017,11,2017-11,Normal,Normal
51.96,2,0.0,12.99,South,Furniture,2014,4,2014-04,Normal,Normal
17.94,3,0.0,8.6112,South,Office Supplies,2014,4,2014-04,Normal,Normal
11.56,2,0.0,5.6644,East,Office Supplies,2017,10,2017-10,Normal,Normal
26.4,5,0.0,11.88,East,Office Supplies,2017,10,2017-10,Normal,Normal
69.08,11,0.0,29.0136,East,Furniture,2017,10,2017-10,Normal,Normal
35.88,3,0.0,10.0464,East,Technology,2017,10,2017-10,Normal,Normal
49.65,5,0.0,20.853,East,Office Supplies,2014,3,2014-03,Normal,Normal
959.968,4,0.2,119.996,South,Technology,2016,1,2016-01,Normal,Normal
408.422,2,0.3,-5.8346,Central,Furniture,2015,4,2015-04,Normal,Normal
479.984,2,0.2,59.998,East,Technology,2015,9,2015-09,Normal,Normal
12.6,4,0.0,6.048,East,Office Supplies,2015,9,2015-09,Normal,Normal
184.66,7,0.0,84.9436,South,Office Supplies,2017,9,2017-09,Normal,Normal
23.12,5,0.2,8.381,Central,Office Supplies,2016,6,2016-06,Normal,Normal
37.464,7,0.2,12.1758,Central,Office Supplies,2016,6,2016-06,Normal,Normal
539.658,3,0.3,-7.7094,Central,Furniture,2016,6,2016-06,Normal,Normal
310.12,2,0.0,80.6312,West,Office Supplies,2014,9,2014-09,Normal,Normal
8.56,2,0.0,3.852,Central,Office Supplies,2017,11,2017-11,Normal,Normal
52.4,5,0.0,14.148,Central,Office Supplies,2017,11,2017-11,Normal,Normal
14.94,3,0.0,6.8724,Central,Office Supplies,2017,11,2017-11,Normal,Normal
11.22,3,0.0,0.2244,West,Office Supplies,2017,2,2017-02,Normal,Normal
387.136,4,0.2,24.196,South,Office Supplies,2015,11,2015-11,Normal,Normal
41.4,5,0.0,19.458,East,Office Supplies,2014,6,2014-06,Normal,Normal
35.0,4,0.0,10.5,East,Office Supplies,2014,6,2014-06,Normal,Normal
39.552,3,0.2,14.3376,East,Office Supplies,2014,6,2014-06,Normal,Normal
135.72,3,0.0,35.2872,Central,Technology,2015,10,2015-10,Normal,Normal
12.56,2,0.0,5.652,Central,Office Supplies,2015,10,2015-10,Normal,Normal
263.96,4,0.0,71.2692,Central,Technology,2015,10,2015-10,Normal,Normal
5.952,1,0.2,0.372,Central,Office Supplies,2017,8,2017-08,Normal,Normal
15.8,5,0.2,2.37,East,Office Supplies,2016,11,2016-11,Normal,Normal
14.368,2,0.2,3.9512,East,Furniture,2016,11,2016-11,Normal,Normal
70.448,7,0.2,12.3284,East,Furniture,2016,11,2016-11,Normal,Normal
129.3,2,0.0,6.465,West,Office Supplies,2017,1,2017-01,Normal,Normal
3.882,3,0.8,-5.823,Central,Office Supplies,2015,11,2015-11,Normal,Normal
6.08,1,0.0,3.04,Central,Office Supplies,2014,6,2014-06,Normal,Normal
19.9,1,0.0,8.955,East,Office Supplies,2014,9,2014-09,Normal,Normal
70.71,1,0.0,4.9497,East,Furniture,2014,9,2014-09,Normal,Normal
18.84,3,0.0,7.9128,South,Furniture,2017,7,2017-07,Normal,Normal
8.64,3,0.0,2.5056,Central,Office Supplies,2017,6,2017-06,Normal,Normal
1633.188,4,0.7,-1306.5504,South,Office Supplies,2017,10,2017-10,Anomaly,High Alert
19.76,4,0.0,8.2992,Central,Furniture,2017,11,2017-11,Normal,Normal
6.608,2,0.2,2.2302,West,Office Supplies,2015,8,2015-08,Normal,Normal
7.28,2,0.2,2.73,West,Office Supplies,2015,8,2015-08,Normal,Normal
144.784,1,0.2,10.8588,West,Furniture,2015,8,2015-08,Normal,Normal
156.792,1,0.2,13.7193,West,Technology,2016,12,2016-12,Normal,Normal
431.976,3,0.2,26.9985,West,Technology,2016,12,2016-12,Normal,Normal
35.89,1,0.0,16.1505,West,Office Supplies,2016,12,2016-12,Normal,Normal
47.208,7,0.2,15.3426,West,Office Supplies,2016,12,2016-12,Normal,Normal
248.08,7,0.0,116.5976,West,Office Supplies,2016,12,2016-12,Normal,Normal
189.7,5,0.0,89.159,West,Office Supplies,2016,12,2016-12,Normal,Normal
59.808,3,0.2,19.4376,West,Office Supplies,2016,12,2016-12,Normal,Normal
90.99,1,0.0,14.5584,Central,Furniture,2017,3,2017-03,Normal,Normal
1526.56,7,0.0,427.4368,Central,Furniture,2017,3,2017-03,Anomaly,High Alert
368.97,3,0.0,40.5867,Central,Furniture,2017,3,2017-03,Normal,Normal
305.01,9,0.0,76.2525,West,Office Supplies,2017,11,2017-11,Normal,Normal
18.7,1,0.0,7.106,West,Furniture,2017,11,2017-11,Normal,Normal
38.29,7,0.0,16.4647,West,Furniture,2016,11,2016-11,Normal,Normal
26.25,3,0.0,11.025,West,Furniture,2017,12,2017-12,Normal,Normal
64.96,14,0.2,22.736,West,Office Supplies,2017,12,2017-12,Normal,Normal
43.7,5,0.0,20.539,West,Office Supplies,2017,12,2017-12,Normal,Normal
41.6,4,0.2,13.0,West,Technology,2017,11,2017-11,Normal,Normal
23.12,5,0.2,8.381,West,Office Supplies,2017,11,2017-11,Normal,Normal
113.888,2,0.2,9.9652,West,Furniture,2017,11,2017-11,Normal,Normal
113.568,2,0.2,-5.6784,West,Furniture,2017,11,2017-11,Normal,Normal
7.92,2,0.2,0.693,West,Technology,2017,11,2017-11,Normal,Normal
671.984,2,0.2,50.3988,West,Technology,2017,11,2017-11,Normal,Normal
39.99,1,0.0,11.5971,East,Technology,2016,8,2016-08,Normal,Normal
191.646,3,0.1,31.941,East,Furniture,2017,6,2017-06,Normal,Normal
2.313,1,0.7,-1.9275,East,Office Supplies,2017,5,2017-05,Normal,Normal
19.936,4,0.2,7.2268,West,Office Supplies,2015,12,2015-12,Normal,Normal
45.92,4,0.0,21.5824,West,Office Supplies,2015,12,2015-12,Normal,Normal
20.34,3,0.0,9.3564,West,Office Supplies,2017,4,2017-04,Normal,Normal
39.28,8,0.0,19.2472,West,Office Supplies,2017,4,2017-04,Normal,Normal
81.568,2,0.2,9.1764,West,Furniture,2017,12,2017-12,Normal,Normal
97.184,2,0.2,6.074,West,Furniture,2017,12,2017-12,Normal,Normal
24.32,5,0.2,8.208,West,Office Supplies,2017,12,2017-12,Normal,Normal
18.96,2,0.0,7.584,West,Furniture,2017,12,2017-12,Normal,Normal
32.952,6,0.6,-19.7712,Central,Furniture,2014,12,2014-12,Normal,Normal
30.016,4,0.2,3.0016,Central,Office Supplies,2014,12,2014-12,Normal,Normal
499.584,3,0.2,43.7136,South,Office Supplies,2017,11,2017-11,Normal,Normal
31.104,6,0.2,10.8864,South,Office Supplies,2017,11,2017-11,Normal,Normal
13.272,8,0.7,-10.6176,South,Office Supplies,2017,11,2017-11,Normal,Normal
28.272,2,0.2,6.3612,South,Furniture,2017,11,2017-11,Normal,Normal
259.136,4,0.2,-51.8272,South,Office Supplies,2017,11,2017-11,Normal,Normal
10.8,5,0.0,5.184,Central,Office Supplies,2017,12,2017-12,Normal,Normal
244.006,2,0.3,-31.3722,Central,Furniture,2015,5,2015-05,Normal,Normal
15.936,4,0.2,5.3784,Central,Office Supplies,2015,5,2015-05,Normal,Normal
188.552,7,0.3,-2.6936,East,Furniture,2017,12,2017-12,Normal,Normal
22.58,2,0.0,5.8708,East,Office Supplies,2017,10,2017-10,Normal,Normal
545.94,6,0.0,87.3504,South,Furniture,2014,1,2014-01,Normal,Normal
20.736,4,0.2,7.2576,East,Office Supplies,2015,6,2015-06,Normal,Normal
43.296,2,0.2,4.3296,East,Furniture,2015,6,2015-06,Normal,Normal
123.136,4,0.2,13.8528,West,Furniture,2014,7,2014-07,Normal,Normal
11.264,4,0.2,3.8016,West,Office Supplies,2014,7,2014-07,Normal,Normal
53.424,3,0.2,4.6746,West,Office Supplies,2014,12,2014-12,Normal,Normal
275.49,1,0.5,-170.8038,West,Furniture,2014,12,2014-12,Anomaly,High Alert
24.96,4,0.0,6.24,South,Furniture,2016,5,2016-05,Normal,Normal
19.36,2,0.0,9.2928,South,Office Supplies,2016,5,2016-05,Normal,Normal
1267.65,9,0.0,152.118,South,Office Supplies,2016,5,2016-05,Normal,Normal
12.99,1,0.0,0.7794,West,Technology,2016,2,2016-02,Normal,Normal
18.56,4,0.2,6.496,West,Office Supplies,2016,2,2016-02,Normal,Normal
449.15,5,0.0,8.983,West,Office Supplies,2016,2,2016-02,Normal,Normal
31.248,7,0.2,10.9368,West,Office Supplies,2016,2,2016-02,Normal,Normal
61.44,3,0.0,16.5888,East,Office Supplies,2016,10,2016-10,Normal,Normal
895.92,4,0.0,421.0824,Central,Office Supplies,2017,3,2017-03,Normal,Normal
55.36,4,0.2,18.684,West,Office Supplies,2016,9,2016-09,Normal,Normal
55.92,5,0.2,6.291,West,Office Supplies,2014,7,2014-07,Normal,Normal
24.896,4,0.2,8.4024,East,Office Supplies,2014,6,2014-06,Normal,Normal
3.984,1,0.2,0.6474,East,Furniture,2014,6,2014-06,Normal,Normal
95.968,4,0.2,28.7904,East,Technology,2014,6,2014-06,Normal,Normal
206.991,3,0.7,-172.4925,East,Technology,2014,6,2014-06,Anomaly,High Alert
44.416,2,0.2,3.8864,East,Office Supplies,2014,6,2014-06,Normal,Normal
9.006,2,0.7,-7.2048,East,Office Supplies,2014,6,2014-06,Normal,Normal
19.0,5,0.0,8.93,Central,Office Supplies,2015,7,2015-07,Normal,Normal
33.376,4,0.2,10.43,East,Office Supplies,2017,12,2017-12,Normal,Normal
207.48,1,0.0,62.244,East,Office Supplies,2016,9,2016-09,Normal,Normal
91.68,3,0.0,45.84,Central,Office Supplies,2014,5,2014-05,Normal,Normal
904.9,5,0.0,253.372,East,Office Supplies,2017,10,2017-10,Normal,Normal
34.272,3,0.2,11.1384,West,Office Supplies,2014,10,2014-10,Normal,Normal
191.82,3,0.0,74.8098,South,Furniture,2016,12,2016-12,Normal,Normal
243.88,5,0.2,27.4365,East,Office Supplies,2016,7,2016-07,Normal,Normal
12.03,5,0.7,-9.223,West,Office Supplies,2017,4,2017-04,Normal,Normal
2549.985,5,0.7,-3399.98,West,Technology,2017,4,2017-04,Anomaly,High Alert
21.594,2,0.7,-15.8356,West,Office Supplies,2017,4,2017-04,Normal,Normal
8.964,6,0.7,-6.5736,West,Office Supplies,2017,4,2017-04,Normal,Normal
20.736,4,0.2,7.2576,West,Office Supplies,2017,4,2017-04,Normal,Normal
344.22,2,0.4,-103.266,East,Furniture,2015,9,2015-09,Normal,Normal
727.296,8,0.2,-172.7328,Central,Office Supplies,2016,8,2016-08,Normal,Normal
22.608,3,0.6,-10.1736,Central,Furniture,2016,8,2016-08,Normal,Normal
666.4,7,0.2,-33.32,Central,Technology,2016,8,2016-08,Normal,Normal
5.04,3,0.0,0.2016,West,Office Supplies,2015,11,2015-11,Normal,Normal
92.94,3,0.0,41.823,West,Office Supplies,2015,11,2015-11,Normal,Normal
66.69,3,0.0,22.0077,West,Furniture,2015,11,2015-11,Normal,Normal
91.68,5,0.2,28.65,West,Office Supplies,2015,11,2015-11,Normal,Normal
327.7328,2,0.32,-14.4588,Central,Furniture,2017,11,2017-11,Normal,Normal
52.272,11,0.2,17.6418,East,Office Supplies,2015,11,2015-11,Normal,Normal
17.94,3,0.0,8.073,East,Office Supplies,2015,11,2015-11,Normal,Normal
254.352,3,0.2,0.0,East,Furniture,2017,4,2017-04,Normal,Normal
8.288,2,0.2,2.6936,West,Office Supplies,2014,8,2014-08,Normal,Normal
504.9,5,0.0,80.784,South,Furniture,2017,12,2017-12,Normal,Normal
403.168,4,0.2,25.198,West,Technology,2016,3,2016-03,Normal,Normal
194.32,4,0.0,31.0912,Central,Furniture,2015,9,2015-09,Normal,Normal
25.99,1,0.0,7.5371,Central,Office Supplies,2015,9,2015-09,Normal,Normal
195.136,4,0.2,-12.196,West,Furniture,2016,11,2016-11,Normal,Normal
20.736,4,0.2,7.2576,East,Office Supplies,2017,9,2017-09,Normal,Normal
53.7,6,0.0,10.203,South,Technology,2015,6,2015-06,Normal,Normal
36.26,7,0.0,16.6796,South,Office Supplies,2015,6,2015-06,Normal,Normal
56.3,2,0.0,15.764,South,Office Supplies,2015,6,2015-06,Normal,Normal
32.4,5,0.0,15.552,South,Office Supplies,2015,6,2015-06,Normal,Normal
29.16,2,0.0,10.7892,South,Furniture,2015,6,2015-06,Normal,Normal
171.288,3,0.2,-6.4233,West,Furniture,2017,10,2017-10,Normal,Normal
16.72,5,0.2,3.344,South,Furniture,2016,5,2016-05,Normal,Normal
12.96,2,0.0,6.2208,West,Office Supplies,2017,9,2017-09,Normal,Normal
22.18,2,0.0,10.8682,West,Office Supplies,2017,9,2017-09,Normal,Normal
2054.272,8,0.2,256.784,West,Furniture,2017,9,2017-09,Anomaly,High Alert
1022.97,5,0.4,-255.7425,East,Technology,2015,4,2015-04,Anomaly,High Alert
13.9,5,0.0,3.614,Central,Office Supplies,2017,11,2017-11,Normal,Normal
26.38,1,0.0,12.1348,Central,Office Supplies,2017,11,2017-11,Normal,Normal
43.176,7,0.2,13.4925,West,Office Supplies,2014,9,2014-09,Normal,Normal
411.8,2,0.0,70.006,South,Furniture,2017,4,2017-04,Normal,Normal
360.0,4,0.0,129.6,South,Technology,2017,4,2017-04,Normal,Normal
41.96,2,0.0,2.9372,West,Furniture,2017,10,2017-10,Normal,Normal
227.84,4,0.0,66.0736,West,Office Supplies,2017,10,2017-10,Normal,Normal
37.94,2,0.0,18.2112,West,Office Supplies,2017,10,2017-10,Normal,Normal
517.9,2,0.0,134.654,Central,Technology,2016,4,2016-04,Normal,Normal
5.28,2,0.0,2.4288,Central,Office Supplies,2016,4,2016-04,Normal,Normal
2799.96,5,0.2,874.9875,Central,Technology,2015,8,2015-08,Anomaly,High Alert
8.96,2,0.0,4.3008,West,Office Supplies,2017,10,2017-10,Normal,Normal
31.5,10,0.0,15.12,West,Office Supplies,2017,10,2017-10,Normal,Normal
30.56,2,0.0,10.3904,West,Furniture,2017,10,2017-10,Normal,Normal
24.368,2,0.2,-3.3506,West,Furniture,2017,10,2017-10,Normal,Normal
119.976,3,0.2,22.4955,East,Technology,2016,11,2016-11,Normal,Normal
26.88,8,0.2,9.744,Central,Office Supplies,2017,3,2017-03,Normal,Normal
83.97,3,0.0,23.5116,East,Technology,2015,11,2015-11,Normal,Normal
104.97,3,0.0,7.3479,East,Technology,2015,11,2015-11,Normal,Normal
90.8,8,0.0,25.424,West,Office Supplies,2017,3,2017-03,Normal,Normal
140.736,8,0.2,49.2576,West,Technology,2017,3,2017-03,Normal,Normal
214.95,5,0.0,88.1295,West,Technology,2017,3,2017-03,Normal,Normal
45.36,7,0.0,21.7728,West,Office Supplies,2017,3,2017-03,Normal,Normal
288.24,6,0.0,138.3552,West,Office Supplies,2017,3,2017-03,Normal,Normal
663.936,4,0.2,82.992,East,Office Supplies,2017,11,2017-11,Normal,Normal
2934.33,7,0.0,792.2691,East,Office Supplies,2014,11,2014-11,Anomaly,High Alert
124.41,3,0.0,14.9292,East,Furniture,2014,11,2014-11,Normal,Normal
57.75,5,0.0,26.565,East,Office Supplies,2014,11,2014-11,Normal,Normal
114.46,2,0.0,28.615,West,Office Supplies,2016,1,2016-01,Normal,Normal
120.666,2,0.15,18.4548,West,Furniture,2015,10,2015-10,Normal,Normal
342.864,3,0.2,38.5722,Central,Office Supplies,2014,7,2014-07,Normal,Normal
16.74,5,0.6,-14.229,Central,Furniture,2014,7,2014-07,Normal,Normal
981.372,2,0.3,-140.196,Central,Furniture,2014,7,2014-07,Anomaly,High Alert
31.84,8,0.0,10.5072,West,Office Supplies,2014,5,2014-05,Normal,Normal
12.96,2,0.0,6.2208,West,Office Supplies,2017,9,2017-09,Normal,Normal
43.176,3,0.2,15.1116,West,Technology,2017,9,2017-09,Normal,Normal
58.34,2,0.0,28.0032,South,Office Supplies,2017,5,2017-05,Normal,Normal
539.97,3,0.0,134.9925,South,Technology,2017,5,2017-05,Normal,Normal
3.928,1,0.2,1.3257,East,Office Supplies,2014,1,2014-01,Normal,Normal
252.784,4,0.8,-417.0936,Central,Office Supplies,2017,2,2017-02,Anomaly,High Alert
127.984,2,0.2,15.998,Central,Technology,2017,2,2017-02,Normal,Normal
3.984,2,0.6,-2.6892,Central,Furniture,2017,2,2017-02,Normal,Normal
12.992,2,0.8,-32.48,Central,Office Supplies,2017,2,2017-02,Normal,Normal
61.0,5,0.0,25.62,South,Furniture,2017,3,2017-03,Normal,Normal
671.93,7,0.0,188.1404,South,Technology,2017,3,2017-03,Normal,Normal
447.86,7,0.0,219.4514,East,Office Supplies,2016,3,2016-03,Normal,Normal
479.95,5,0.0,129.5865,East,Technology,2016,3,2016-03,Normal,Normal
166.44,3,0.0,79.8912,East,Office Supplies,2016,3,2016-03,Normal,Normal
31.68,4,0.2,2.772,Central,Office Supplies,2015,8,2015-08,Normal,Normal
10.368,2,0.2,3.6288,Central,Office Supplies,2015,8,2015-08,Normal,Normal
12.032,8,0.2,2.256,Central,Office Supplies,2015,8,2015-08,Normal,Normal
5.768,2,0.8,-13.5548,Central,Office Supplies,2015,8,2015-08,Normal,Normal
33.12,4,0.2,11.592,Central,Office Supplies,2017,4,2017-04,Normal,Normal
220.2656,4,0.32,-42.1096,Central,Furniture,2017,4,2017-04,Normal,Normal
10.776,3,0.2,3.5022,East,Office Supplies,2017,4,2017-04,Normal,Normal
242.352,3,0.2,9.0882,East,Furniture,2017,4,2017-04,Normal,Normal
695.16,6,0.0,34.758,East,Office Supplies,2017,12,2017-12,Normal,Normal
220.98,1,0.0,50.8254,East,Furniture,2017,12,2017-12,Normal,Normal
12.957,7,0.7,-9.5018,East,Office Supplies,2016,12,2016-12,Normal,Normal
25.68,6,0.0,11.556,East,Office Supplies,2017,3,2017-03,Normal,Normal
15.712,4,0.2,5.6956,Central,Office Supplies,2016,7,2016-07,Normal,Normal
298.464,6,0.2,26.1156,Central,Office Supplies,2017,7,2017-07,Normal,Normal
21.93,3,0.0,10.0878,Central,Office Supplies,2016,7,2016-07,Normal,Normal
242.94,3,0.0,4.8588,Central,Office Supplies,2016,7,2016-07,Normal,Normal
